text,label,Pattern Category
"Rick in Columbia, United States purchased a",Dark,Social Proof
"Someone in DOVER, United States just bought Crew 15 mins ago",Dark,Social Proof
James from Colonia purchased a,Dark,Social Proof
Someone in New Lynn bought a Kogan A1 Earphones with Inline Control for IOS/Android 1 hour ago.,Dark,Social Proof
146 people recently purchased this.,Dark,Social Proof
"estiven in Deer Park, United States purchased PreWashâ„¢ 4 oz",Dark,Social Proof
9 people are currently viewing this product,Dark,Social Proof
"Michael M. from Lacey, WA just bought a Cal King",Dark,Social Proof
1 people bought Jotter To Do Refill in the last few hours,Dark,Social Proof
308 viewed per day,Dark,Social Proof
7 sold in last 24 hours,Dark,Social Proof
2 viewed per hour,Dark,Social Proof
"Jeremy in Stockton, United States purchased a",Dark,Social Proof
57 PEOPLE HAVE LOOKED AT THIS TODAY,Dark,Social Proof
This is in 5 other carts.,Dark,Social Proof
Purchased 8 times in the last few days.,Dark,Social Proof
6 people have looked at this in the last few hrs.,Dark,Social Proof
"Joe M from , Bought a Cartoon Caterpillar Rigged 3D Model Recently",Dark,Social Proof
Someone in Bacchus Marsh bought a Noosa Basics Deodorant Stick - Sensitive (60g) 27 seconds ago,Dark,Social Proof
"Stacey in Saint Marys, United States purchased Extra Long (10 Ft) Fiber Cloth Sync & Charge USB Android Cable - Assorted Colors about 30 minutes ago",Dark,Social Proof
"mark in richmond hill, United States purchased a Fugoo Tough 11 minutes ago",Dark,Social Proof
93 PEOPLE HAVE BOUGHT THIS PRODUCT TODAY,Dark,Social Proof
7 sold in the last 48 hours,Dark,Social Proof
210+ bought,Dark,Social Proof
"Someone in Chambersburg, Pennsylvania purchased",Dark,Social Proof
99 people are looking at this right now,Dark,Social Proof
11 people viewed this today!,Dark,Social Proof
Last purchase was 18 minutes ago by someone from Dublin,Dark,Social Proof
Chirag in Anoopshahr just got the JAYS - a-JAYS One+ about 17 minutes ago,Dark,Social Proof
Cheryl in Ontario bought 100% Organic Reishi Mushroom Powder 100g about 16 minutes ago,Dark,Social Proof
Viewed 1040 times in the last 7 days,Dark,Social Proof
Hurry up! 6 people other than you have this product in their cart,Dark,Social Proof
Hurry up! 22 people other than you have this product in their cart,Dark,Social Proof
Someone in Louisville Kentucky United States Purchased Gold Presidential Bracelet With Watch Buckle 9 hours ago,Dark,Social Proof
8 people have viewed this product today!,Dark,Social Proof
Don't miss out! We've sold 38 in the last few days.,Dark,Social Proof
52 people are looking at this right now.,Dark,Social Proof
#6 Bestseller in Rugs This item was viewed 92 times in the last day.,Dark,Social Proof
Over 38 bought,Dark,Social Proof
"Someone in Flemington, United States purchased Anti-Aging Eyelid Tape (Contains 100 Strips) Just now",Dark,Social Proof
OH SO POPULAR! 21 bought in the last 7 days.,Dark,Social Proof
6 people have looked at this in the last few hrs.,Dark,Social Proof
"Ida in Tangerang Selatan, Indonesia purchased Iseya VG10 G-Series 33 layer Damascus Japanese Chef's Santoku Knife , 180mm about 1 hour ago",Dark,Social Proof
156 sold in last 24 hours,Dark,Social Proof
RECENTLY VIEWED 2 others viewed this in the last few hours,Dark,Social Proof
40 users are currently active on our website just now.,Dark,Social Proof
45 ADDED TO BAG IN THE PAST 24 HOURS,Dark,Social Proof
7 people looked at this product in the last 24 hours.,Dark,Social Proof
Someone bought: HYPE BLUE LARGE SPLAT KIDS LEGGINGS,Dark,Social Proof
ðŸ”¥ðŸ‘ï¸ 1 person is viewing this.,Dark,Social Proof
"Awhi from Hicks Bay, Gisborne, New Zealand just bought",Dark,Social Proof
251 people are viewing this right now,Dark,Social Proof
"Someone in Cedarhurst, United States purchased a Sproet and Sprout Shell/Violet Stripe Bloomers",Dark,Social Proof
Someone in Castle Hill bought a Philips Essential LED Downlight Kit | 5W 4000K few hours ago.,Dark,Social Proof
"Someone in Joliet, Illinois purchased a Yocan Evolve Plus XL Vaporizer",Dark,Social Proof
127 People viewed this product this week,Dark,Social Proof
2 people have looked at this in the last couple of hrs.,Dark,Social Proof
Someone in United States just purchased a,Dark,Social Proof
Trending now! Added to basket 490 times today,Dark,Social Proof
Trending now! Added to basket 38 times today,Dark,Social Proof
"Jacob in Seymour, Wisconsin, United States purchased a Bass XL just now!",Dark,Social Proof
IN 43 PEOPLE'S SHOPPING BAG,Dark,Social Proof
MOST POPULAR,Dark,Social Proof
660 people have viewed today,Dark,Social Proof
113 people have viewed in the last 24hrs,Dark,Social Proof
407 customers have viewed this item recently,Dark,Social Proof
Fast Mover: 35 PEOPLE added this to cart today!,Dark,Social Proof
"Someone from Portland, United States (US) purchased MODALERT recently.",Dark,Social Proof
22 people have looked at this part recently,Dark,Social Proof
"Someone from South Gate, California just purchased the Admiral JR / Spektrum Servo Connector Plug Set (Male and Female - 2 Pairs)",Dark,Social Proof
Someone in Red Cliffs bought a RHK Yamaha YZ/YZF/WRF 99-16 Blue Pursuit Footpegs 3 minutes ago,Dark,Social Proof
This product was viewed 26 seconds ago by someone from Princeton,Dark,Social Proof
"Laurie in Urraween, Queensland bought No Brainer USB Charging Anti-Theft Backpack",Dark,Social Proof
"Carol in St. Louis, Missouri bought Original USB Charging Anti-Theft Backpack",Dark,Social Proof
8 people have this in their bag right now.,Dark,Social Proof
Purchased 100+ times in the last few days.,Dark,Social Proof
Someone in Pittsworth bought a Ultimate COLT Anal Training Kit 2 hours ago,Dark,Social Proof
"Carl F. from Fort Ann, NY bought a King",Dark,Social Proof
1 people are viewing this currently,Dark,Social Proof
92 customers bought this in the last 48 hours,Dark,Social Proof
62 people have looked at this item in the last few hours.,Dark,Social Proof
13 people have added this to their cart,Dark,Social Proof
"GRACE from ORLANDO, United States bought Camouflage Jumpsuit 31 minutes ago          ",Dark,Social Proof
"Someone in Vancouver, Washington purchased a Orthofeet Men's Orthotic Insoles about 38 minutes",Dark,Social Proof
Leslie in USA just Purchased Special Design Exclusive Handmade Silver Ring,Dark,Social Proof
135 people have this in their cart,Dark,Social Proof
Add to Wish List(13 People Have Added),Dark,Social Proof
77 PEOPLE LIKE THIS,Dark,Social Proof
43 added to bag in the last 48hrs,Dark,Social Proof
"Shopper from Saint John, NB viewed Lenovo ThinkCentre M710t 10M9000RUS Desktop Computer 3 minutes ago!",Dark,Social Proof
Over 200 views in 24 hrs,Dark,Social Proof
227 Bought Already,Dark,Social Proof
POPULAR 62 others checked this out in the last few hours.,Dark,Social Proof
POPULAR 64 others checked this out in the last few hours.,Dark,Social Proof
"IsraÃ«l in Metz, France purchased a More ADVANCED Chord Substitutions",Dark,Social Proof
"Someone in Cashmere bought a 
RCM Cosworth Timing Belt Kit 99-02MY EJ20/22/251 hour ago",Dark,Social Proof
Viewed 744 times today,Dark,Social Proof
"2,229 people have viewed this item",Dark,Social Proof
715 people have added this item to cart,Dark,Social Proof
71 people have purchased this item,Dark,Social Proof
12 customers viewed this product today!,Dark,Social Proof
"Nancy in Pennsylvania purchased 24"" Italian Sterling Silver Milano Twist Adjustable Chain",Dark,Social Proof
"Armin Dinovic bought 10M Runescape 3 Gold Order total: 3,70â‚¬ About 10 seconds ago",Dark,Social Proof
"Trey in Columbia, United States purchased Leather Cord Capsule",Dark,Social Proof
"Abbie in Calwell, Australia purchased Shark Bite Socks about 1 hour ago",Dark,Social Proof
6 customers have this in their basket,Dark,Social Proof
7 customers have this in their basket,Dark,Social Proof
6 customers have this in their basket,Dark,Social Proof
Someone in Boling Iago Texas United States Purchased Seek Discomfort Sketch White iPhone Case 5 hours ago,Dark,Social Proof
Selling fast! Add to bag 7 times in the last 48 hours.,Dark,Social Proof
228 People Have Viewed This Product Recently!,Dark,Social Proof
"Sandeep in Hawthorne, California bought Sadie Ponte Pants - Black Just Now",Dark,Social Proof
jennifer just bought Rainbow Moonstone Healing Heartabout 6 hours ago,Dark,Social Proof
3 other people are currently viewing this item.,Dark,Social Proof
"Someone in Petaling Jaya, Malaysia just bought SNEAKERGUARD Midsole Paint Marker - BOOST White",Dark,Social Proof
"Oliver in Rotterdam, Netherlands purchased a England Away Soccer Shorts 2018 About 9 hours ago",Dark,Social Proof
"Michael in Pontiac, United States purchased a  ",Dark,Social Proof
Other 2 customers have it in their cart.,Dark,Social Proof
"Trey in Sparta, United States purchased Stealth Angel Ultra Lightweight & Portable Sleeping Bag about 45 minutes ago",Dark,Social Proof
1044 sold in past 12 months,Dark,Social Proof
2 customers recently bought it,Dark,Social Proof
"Tambria in Hattiesburg just bought Peruvian Virgin Natural Wave Hair 3 Bundles with Lace Frontal, 100% Human Virgin Hair ",Dark,Social Proof
2 PEOPLE HAVE ADDED THIS ITEM TO THEIR CART TODAY,Dark,Social Proof
One customer bought this article in the last 53 min.,Dark,Social Proof
Someone in Mount Louisa bought a Coleman Folding Table & Bench Set 2 minutes ago,Dark,Social Proof
2+ people just viewed this product,Dark,Social Proof
Over 238 people have bought this product,Dark,Social Proof
994 items sold this hour.,Dark,Social Proof
Sara from Philadelphia just saved $68 on her order.,Dark,Social Proof
52 people have added this product to bag in the last 72 hours,Dark,Social Proof
"Natalie in Graham, United States purchased a FREE BTS Answer Magic Pillow about 1 hour ago",Dark,Social Proof
Someone from purchased a HOLEES Original Ladies II - Navy About 9 hours ago,Dark,Social Proof
4 bought in the last 24 hours.,Dark,Social Proof
Someone in Spain purchased,Dark,Social Proof
137 users are currently active on our website,Dark,Social Proof
4 people are looking at this right now.,Dark,Social Proof
Last purchased at 11:19am today.,Dark,Social Proof
41 people have looked at this in the last couple of hours,Dark,Social Proof
"Someone from Osijek, Croatia just bought TMC CP Style Single Pistol Pouch",Dark,Social Proof
"Ashley in Auburn, United States purchased a Check Plz iPhone X/Xs Case about 24 minutes ago",Dark,Social Proof
6 others have already bought this deal today!,Dark,Social Proof
232 people are viewing this offer!,Dark,Social Proof
"Someone in Shelby twp, United States just bought Galaxy Note 8 10000mAh ZeroShock Battery Case 3 days ago",Dark,Social Proof
Someone added 1pc 4ocean natural stone beads beaded bracelet men boho handmade to their cart RIGHT NOW,Dark,Social Proof
436 users are currently active on our website Just now,Dark,Social Proof
39 people have this in their cart,Dark,Social Proof
No thanks! I don't like deals,Dark,Misdirection
"No, I'll rather pay full price.",Dark,Misdirection
I don't like discounts,Dark,Misdirection
"No, thanks. I don't like great deals.",Dark,Misdirection
"No Thanks, I rather pay full price",Dark,Misdirection
"No thanks, Iâ€™ll skip this amazing super-saver deal. I donâ€™t need so many beautiful textures",Dark,Misdirection
"No, I don't feel lucky",Dark,Misdirection
"No thanks, I don't like saving money",Dark,Misdirection
"No thanks, I'd like 0% off",Dark,Misdirection
"No thanks, I despise coupons!",Dark,Misdirection
"No thanks, I don't want to build one.. I'd rather kick rocks!",Dark,Misdirection
"No, I don't feel lucky.",Dark,Misdirection
"No, I don't feel lucky",Dark,Misdirection
"No thanks, I don't like getting free stuff.",Dark,Misdirection
"No, I don't feel lucky",Dark,Misdirection
"No thanks, I don't like good deals.",Dark,Misdirection
"No, I don't feel lucky",Dark,Misdirection
"no thanks, I like paying full price",Dark,Misdirection
"No, I don't feel lucky",Dark,Misdirection
"No, I don't feel lucky",Dark,Misdirection
I WANT TO PAY MORE LATER ;),Dark,Misdirection
"No thanks, I dont want a discount",Dark,Misdirection
"No, I don't feel lucky",Dark,Misdirection
"No thanks, I don't like FREE stuff.",Dark,Misdirection
"No thanks, I prefer to pay full price.",Dark,Misdirection
"No, I don't feel lucky",Dark,Misdirection
"NO, I DON'T FEEL LUCKY",Dark,Misdirection
"No, I don't feel lucky",Dark,Misdirection
"No thanks, I hate saving money",Dark,Misdirection
"No, I don't feel lucky",Dark,Misdirection
I do not want to protect my item,Dark,Misdirection
"No, thanks, IÂ´d rather pay more",Dark,Misdirection
"No thanks, I don't like saving money",Dark,Misdirection
"No, I don't want a discount",Dark,Misdirection
"No thanks, I'll pay full price!",Dark,Misdirection
"NO THANKS, I DON'T WANT TO SAVE MONEY",Dark,Misdirection
"No Thanks, I Don't Like Exclusive Offers.",Dark,Misdirection
"No thanks, I'll just pay full price.",Dark,Misdirection
"NO, I'D RATHER PAY FULL PRICE",Dark,Misdirection
"No, I don't feel lucky",Dark,Misdirection
"No, I don't feel lucky",Dark,Misdirection
"No, thank you. I prefer to pay the full price",Dark,Misdirection
No I don't feel lucky,Dark,Misdirection
I'd rather not save,Dark,Misdirection
"No, I don't feel lucky",Dark,Misdirection
"No, I don't feel lucky",Dark,Misdirection
"No thanks, Iâ€™d rather pay full price.",Dark,Misdirection
"No thanks, I donâ€™t like fun and games.",Dark,Misdirection
"no thanks, I hate fun & games",Dark,Misdirection
"No, I don't feel lucky",Dark,Misdirection
"No thanks, I don't want 15% off",Dark,Misdirection
"No, I'd rather do it the hard way...",Dark,Misdirection
"No, I don't feel lucky",Dark,Misdirection
"No Thanks, I Don't Like Saving Money.",Dark,Misdirection
"NO THANKS, I DONâ€™T MIND MISSING OUT",Dark,Misdirection
I'LL PAY FULL PRICE,Dark,Misdirection
"No, I don't want great deals.",Dark,Misdirection
"No thanks, I don't like free stuff",Dark,Misdirection
"No thanks, I want to pay the full price.",Dark,Misdirection
"No, I don't feel lucky",Dark,Misdirection
"NO, I'LL PAY FULL PRICE",Dark,Misdirection
"No, thanks. I'd rather pay full price.",Dark,Misdirection
"no thanks, I don't like to save",Dark,Misdirection
"No thank you, I prefer to pay for shipping.",Dark,Misdirection
"Nah, I'll pay full price",Dark,Misdirection
No thanks I definitely measured correctly,Dark,Misdirection
No thanks. I donâ€™t want to save money.,Dark,Misdirection
No thanks. I love chaos!,Dark,Misdirection
"No thanks, Iâ€™d rather not win.",Dark,Misdirection
"No thanks, I prefer to pay more for shoes!",Dark,Misdirection
"No thanks, I'll pay full price",Dark,Misdirection
"No thanks, I'll still want to pay full price",Dark,Misdirection
"No thanks, I don't want any deals",Dark,Misdirection
"No thanks, I don't like promotions and exclusive content.",Dark,Misdirection
"NO THANKS, I'D RATHER PAY FULL PRICE",Dark,Misdirection
"No Thanks, I Prefer Paying Full Price",Dark,Misdirection
"No Thanks, I Don't Want To Save",Dark,Misdirection
"No Thanks, I'd Rather Pay Full Price",Dark,Misdirection
"No, thanks. I'd prefer not to save.",Dark,Misdirection
"No Thanks, I don't want official software at the best price.",Dark,Misdirection
"No thanks, I don't want to look my best",Dark,Misdirection
